level,agent_name,weight_file,difficulty,obstacles,run_id,reward,steps,collisions,success
Level_3_Walls,D3QN_RewSh2_BIASED_0.6,weights_d3qn_RewSh2.pth,3,1,30,-57374.0,1000,20,0
Level_3_Walls,D3QN_RewSh2_BIASED_0.6,weights_d3qn_RewSh2.pth,3,1,31,-22767.0,1000,4,0
Level_3_Walls,D3QN_RewSh2_BIASED_0.6,weights_d3qn_RewSh2.pth,3,1,32,-185670.0,1000,2,0
Level_3_Walls,D3QN_RewSh2_BIASED_0.6,weights_d3qn_RewSh2.pth,3,1,33,-122779.0,1000,4,0
Level_3_Walls,D3QN_RewSh2_BIASED_0.6,weights_d3qn_RewSh2.pth,3,1,34,-14579.0,1000,3,0
Level_3_Walls,D3QN_RewSh2_BIASED_0.6,weights_d3qn_RewSh2.pth,3,1,35,-976.0,1000,0,0
Level_3_Walls,D3QN_RewSh2_BIASED_0.6,weights_d3qn_RewSh2.pth,3,1,36,-148178.0,1000,22,0
Level_3_Walls,D3QN_RewSh2_BIASED_0.6,weights_d3qn_RewSh2.pth,3,1,37,-49973.0,1000,12,0
Level_3_Walls,D3QN_RewSh2_BIASED_0.6,weights_d3qn_RewSh2.pth,3,1,38,-128369.0,1000,1,0
Level_3_Walls,D3QN_RewSh2_BIASED_0.6,weights_d3qn_RewSh2.pth,3,1,39,-178669.0,1000,3,0
